ИНД (ТБ_ГОСБ_ТН);ИНД (ТБ_ГОСБ_ФИО);ТН 10;ТБ;ГОСБ;КМ;Эффективный КМ;2025, тыс. руб.;2024, тыс. руб. на конец месяца;Прирост, %;Прирост, тыс. руб.;ОД конец квартала, тыс. руб.
Дальневосточный банк_Северо-Восточное ГОСБ №8645_5512937166;Дальневосточный банк_Северо-Восточное ГОСБ №8645_Попов Анна Алексеевна;5512937166;Дальневосточный банк;Северо-Восточное ГОСБ №8645;Попов Анна Алексеевна;👎;137017;N/A;N/A;N/A;N/A
Дальневосточный банк_Северо-Восточное ГОСБ №8645_6552970815;Дальневосточный банк_Северо-Восточное ГОСБ №8645_Михайлов Наталья Андреевна;6552970815;Дальневосточный банк;Северо-Восточное ГОСБ №8645;Михайлов Наталья Андреевна;👍;214803;147641.0;45.49;67162.0;214803.0
Дальневосточный банк_Северо-Восточное ГОСБ №8645_6552970815;Дальневосточный банк_Северо-Восточное ГОСБ №8645_Михайлов Наталья Андреевна;6552970815;Дальневосточный банк;Северо-Восточное ГОСБ №8645;Михайлов Наталья Андреевна;👍;147641;N/A;N/A;N/A;N/A
Дальневосточный банк_Северо-Восточное ГОСБ №8645_6557184152;Дальневосточный банк_Северо-Восточное ГОСБ №8645_Алексеев Максим Андреевич;6557184152;Дальневосточный банк;Северо-Восточное ГОСБ №8645;Алексеев Максим Андреевич;👍;132305;125363.0;5.54;6942.0;132305.0
Дальневосточный банк_Северо-Восточное ГОСБ №8645_6557184152;Дальневосточный банк_Северо-Восточное ГОСБ №8645_Алексеев Максим Андреевич;6557184152;Дальневосточный банк;Северо-Восточное ГОСБ №8645;Алексеев Максим Андреевич;👍;125363;N/A;N/A;N/A;N/A
Дальневосточный банк_Северо-Восточное ГОСБ №8645_7023213816;Дальневосточный банк_Северо-Восточное ГОСБ №8645_Новиков Светлана Андреевна;7023213816;Дальневосточный банк;Северо-Восточное ГОСБ №8645;Новиков Светлана Андреевна;👎;137761;N/A;N/A;N/A;N/A
Дальневосточный банк_Северо-Восточное ГОСБ №8645_7676132057;Дальневосточный банк_Северо-Восточное ГОСБ №8645_Алексеев Иван Дмитриевич;7676132057;Дальневосточный банк;Северо-Восточное ГОСБ №8645;Алексеев Иван Дмитриевич;👍;192271;137953.0;39.37;54318.0;192271.0
Дальневосточный банк_Северо-Восточное ГОСБ №8645_7676132057;Дальневосточный банк_Северо-Восточное ГОСБ №8645_Алексеев Иван Дмитриевич;7676132057;Дальневосточный банк;Северо-Восточное ГОСБ №8645;Алексеев Иван Дмитриевич;👍;137953;N/A;N/A;N/A;N/A
Дальневосточный банк_Северо-Восточное ГОСБ №8645_7997799599;Дальневосточный банк_Северо-Восточное ГОСБ №8645_Козлов Владимир Сергеевич;7997799599;Дальневосточный банк;Северо-Восточное ГОСБ №8645;Козлов Владимир Сергеевич;👍;216852;64254.0;237.49;152598.0;216852.0
Дальневосточный банк_Северо-Восточное ГОСБ №8645_7997799599;Дальневосточный банк_Северо-Восточное ГОСБ №8645_Козлов Владимир Сергеевич;7997799599;Дальневосточный банк;Северо-Восточное ГОСБ №8645;Козлов Владимир Сергеевич;👍;64254;N/A;N/A;N/A;N/A
Дальневосточный банк_Северо-Восточное ГОСБ №8645_8249733170;Дальневосточный банк_Северо-Восточное ГОСБ №8645_Васильев Сергей Дмитриевич;8249733170;Дальневосточный банк;Северо-Восточное ГОСБ №8645;Васильев Сергей Дмитриевич;👎;142275;N/A;N/A;N/A;N/A
Дальневосточный банк_Северо-Восточное ГОСБ №8645_8249733170;Дальневосточный банк_Северо-Восточное ГОСБ №8645_Васильев Сергей Дмитриевич;8249733170;Дальневосточный банк;Северо-Восточное ГОСБ №8645;Васильев Сергей Дмитриевич;👎;166771;142275.0;17.22;24496.0;166771.0
Дальневосточный банк_Северо-Восточное ГОСБ №8645_8741013882;Дальневосточный банк_Северо-Восточное ГОСБ №8645_Васильев Роман Максимович;8741013882;Дальневосточный банк;Северо-Восточное ГОСБ №8645;Васильев Роман Максимович;👍;187776;77458.0;142.42;110318.0;187776.0
